DEBUG   2016-12-03 16:57:37,992 [main] cz.muni.ics.remsig.common.IntegrationTest  - this is a debug log message
INFO    2016-12-03 16:57:37,995 [main] cz.muni.ics.remsig.common.IntegrationTest  - this is a information log message
WARN    2016-12-03 16:57:37,995 [main] cz.muni.ics.remsig.common.IntegrationTest  - this is a warning log message
DEBUG   2016-12-03 16:57:55,619 [main] cz.muni.ics.remsig.common.IntegrationTest  - this is a debug log message
INFO    2016-12-03 16:57:55,621 [main] cz.muni.ics.remsig.common.IntegrationTest  - this is a information log message
WARN    2016-12-03 16:57:55,621 [main] cz.muni.ics.remsig.common.IntegrationTest  - this is a warning log message
DEBUG   2016-12-03 17:15:50,355 [main] cz.muni.ics.remsig.common.IntegrationTest  - this is a debug log message
DEBUG   2016-12-03 17:15:50,357 [main] cz.muni.ics.remsig.common.IntegrationTest  - Outside this is a debug log message
INFO    2016-12-03 17:15:50,357 [main] cz.muni.ics.remsig.common.IntegrationTest  - Outside this is a information log message
WARN    2016-12-03 17:15:50,357 [main] cz.muni.ics.remsig.common.IntegrationTest  - Outside this is a warning log message
DEBUG   2016-12-03 17:18:59,296 [main] cz.muni.ics.remsig.common.IntegrationTest  - this is a debug log message
DEBUG   2016-12-03 17:18:59,999 [main] cz.muni.ics.remsig.common.IntegrationTest  - AOutside this is a debug log message
INFO    2016-12-03 17:18:59,999 [main] cz.muni.ics.remsig.common.IntegrationTest  - AOutside this is a information log message
WARN    2016-12-03 17:19:00,000 [main] cz.muni.ics.remsig.common.IntegrationTest  - AOutside this is a warning log message
DEBUG   2016-12-03 17:19:00,177 [main] cz.muni.ics.remsig.common.IntegrationTest  - AOutside this is a debug log message
INFO    2016-12-03 17:19:00,177 [main] cz.muni.ics.remsig.common.IntegrationTest  - AOutside this is a information log message
WARN    2016-12-03 17:19:00,177 [main] cz.muni.ics.remsig.common.IntegrationTest  - AOutside this is a warning log message
DEBUG   2016-12-03 17:19:00,342 [main] cz.muni.ics.remsig.common.IntegrationTest  - AOutside this is a debug log message
INFO    2016-12-03 17:19:00,342 [main] cz.muni.ics.remsig.common.IntegrationTest  - AOutside this is a information log message
WARN    2016-12-03 17:19:00,342 [main] cz.muni.ics.remsig.common.IntegrationTest  - AOutside this is a warning log message
DEBUG   2016-12-03 17:19:00,486 [main] cz.muni.ics.remsig.common.IntegrationTest  - AOutside this is a debug log message
INFO    2016-12-03 17:19:00,486 [main] cz.muni.ics.remsig.common.IntegrationTest  - AOutside this is a information log message
WARN    2016-12-03 17:19:00,486 [main] cz.muni.ics.remsig.common.IntegrationTest  - AOutside this is a warning log message
DEBUG   2016-12-03 17:19:00,614 [main] cz.muni.ics.remsig.common.IntegrationTest  - AOutside this is a debug log message
INFO    2016-12-03 17:19:00,614 [main] cz.muni.ics.remsig.common.IntegrationTest  - AOutside this is a information log message
WARN    2016-12-03 17:19:00,614 [main] cz.muni.ics.remsig.common.IntegrationTest  - AOutside this is a warning log message
DEBUG   2016-12-03 17:19:00,740 [main] cz.muni.ics.remsig.common.IntegrationTest  - AOutside this is a debug log message
INFO    2016-12-03 17:19:00,741 [main] cz.muni.ics.remsig.common.IntegrationTest  - AOutside this is a information log message
WARN    2016-12-03 17:19:00,741 [main] cz.muni.ics.remsig.common.IntegrationTest  - AOutside this is a warning log message
DEBUG   2016-12-03 17:19:00,852 [main] cz.muni.ics.remsig.common.IntegrationTest  - AOutside this is a debug log message
